DCS|DAQ||HV|ATT|Active|Dead|Coax|Return|Beam|Position
868|743248|1|7500|22|30|20|520|510|OR?|45
868|743249|1|7700|22|30|20|520|510|OR?|45
868|743250|1|7900|22|30|20|520|510|OR?|45
868|743251|1|8100|22|30|20|520|510|OR?|45
869|743252|1|6700|6.9|30|20|520|510|OR?|45
869|743253|1|6800|6.9|30|20|520|510|OR?|45
869|743254|1|6900|6.9|30|20|520|510|OR?|45
869|743255|1|7000|6.9|30|20|520|510|OR?|45
869|743256|1|7100|6.9|30|20|520|510|OR?|45
869|743257|1|7200|6.9|30|20|520|510|OR?|45
869|743258|1|7300|6.9|30|20|520|510|OR?|45
869|743259|1|7500|6.9|30|20|520|510|OR?|45
869|743260|1|7700|6.9|30|20|520|510|OR?|45
869|743261|1|7900|6.9|30|20|520|510|OR?|45
870|743262|1|8100|6.9|30|20|520|510|OR?|45
871|743263|1|6700|-1|30|-1|509|499|Unkown|9999
871|743264|1|6800|-1|30|-1|509|499|Unkown|9999
871|743265|1|6900|-1|30|-1|509|499|Unkown|9999
871|743266|1|7000|-1|30|-1|509|499|Unkown|9999
871|743267|1|7100|-1|30|-1|509|499|Unkown|9999
871|743268|1|7200|-1|30|-1|509|499|Unkown|9999
871|743269|1|7300|-1|30|-1|509|499|Unkown|9999
871|743270|1|7500|-1|30|-1|509|499|Unkown|9999
871|743271|1|7700|-1|30|-1|509|499|Unkown|9999
871|743272|1|7900|-1|30|-1|509|499|Unkown|9999
871|743273|1|8100|-1|30|-1|509|499|Unkown|9999
